ID	x	y	z	cluster
human3_lib1.final_cell_0383	9.013649	-4.161118	0.560885	1.000000
human3_lib1.final_cell_0384	14.188438	2.078567	13.053282	1.000000
human3_lib1.final_cell_0385	-27.415175	-19.698775	10.891756	3.000000
human3_lib1.final_cell_0386	-2.070859	-1.934727	8.827967	1.000000
human3_lib1.final_cell_0387	-6.717444	15.473956	4.700117	1.000000
human3_lib1.final_cell_0388	10.276536	8.344819	-5.711732	1.000000
human3_lib1.final_cell_0389	-21.026401	-29.072150	-13.729817	3.000000
human3_lib1.final_cell_0390	4.477405	10.609463	-10.409152	1.000000
human3_lib1.final_cell_0391	6.285949	-15.760792	5.007669	3.000000
human3_lib1.final_cell_0392	-8.499259	0.797423	2.404726	6.000000
human3_lib1.final_cell_0393	6.628213	12.934025	-6.063597	1.000000
human3_lib1.final_cell_0394	9.992389	-12.166271	3.712630	1.000000
human3_lib1.final_cell_0395	9.363063	-2.838164	5.363261	1.000000
human3_lib1.final_cell_0396	15.010176	0.624491	4.654405	1.000000
human3_lib1.final_cell_0397	-7.634680	1.605514	0.281366	6.000000
human3_lib1.final_cell_0398	-5.068746	-21.806311	1.356178	3.000000
human3_lib1.final_cell_0399	9.439845	9.420661	-2.827510	1.000000
human3_lib1.final_cell_0400	-7.934666	4.381282	-0.807195	3.000000
human3_lib1.final_cell_0401	7.200142	4.654658	16.183716	1.000000
human3_lib1.final_cell_0402	8.993763	-3.346161	-0.580300	1.000000
human3_lib1.final_cell_0403	9.816483	-5.552528	4.691903	1.000000
human3_lib1.final_cell_0404	9.688500	-6.787122	-0.835142	1.000000
human3_lib1.final_cell_0405	-7.862157	2.293302	5.429261	1.000000
human3_lib1.final_cell_0406	11.146501	9.066457	-6.312244	1.000000
human3_lib1.final_cell_0407	-3.328359	10.371790	-3.795399	1.000000
human3_lib1.final_cell_0408	13.594012	-11.568736	-6.196205	1.000000
human3_lib1.final_cell_0409	5.845494	-6.732929	-2.508274	1.000000
human3_lib1.final_cell_0410	-1.161797	4.689701	18.058751	1.000000
human3_lib1.final_cell_0411	10.218251	-9.385781	1.655749	1.000000
human3_lib1.final_cell_0412	11.997903	-9.534635	1.263797	1.000000
human3_lib1.final_cell_0413	4.604375	2.438448	8.317938	1.000000
human3_lib1.final_cell_0414	17.476233	3.935687	-8.595567	1.000000
human3_lib1.final_cell_0415	-12.545602	6.744668	8.035745	1.000000
human3_lib1.final_cell_0416	-1.754937	13.782732	5.187105	1.000000
human3_lib1.final_cell_0417	15.993316	15.982898	4.501386	1.000000
human3_lib1.final_cell_0418	-1.676050	-3.149978	12.695181	1.000000
human3_lib1.final_cell_0419	-16.111242	-0.670318	-7.842473	3.000000
human3_lib1.final_cell_0420	-3.677030	-1.293664	3.521760	1.000000
human3_lib1.final_cell_0421	15.897606	-12.359318	6.418297	1.000000
human3_lib1.final_cell_0422	-15.209338	-10.168434	-10.561000	3.000000
human3_lib1.final_cell_0423	15.009122	-12.721728	2.659145	1.000000
human3_lib1.final_cell_0424	16.786487	-4.651838	0.912610	1.000000
human3_lib1.final_cell_0425	5.655105	5.729328	6.730048	1.000000
human3_lib1.final_cell_0426	11.261298	8.242290	-7.106443	1.000000
human3_lib1.final_cell_0427	-0.992586	11.043082	0.175711	1.000000
human3_lib1.final_cell_0428	-1.039470	1.081796	5.285671	1.000000
human3_lib1.final_cell_0429	0.517922	6.153520	-9.060054	1.000000
human3_lib1.final_cell_0430	7.546874	5.339878	-9.194768	1.000000
human3_lib1.final_cell_0431	13.238915	-3.905864	-4.812111	1.000000
human3_lib1.final_cell_0432	7.807126	4.960648	-11.355948	3.000000
human3_lib1.final_cell_0433	-16.658619	-0.343825	4.478759	3.000000
human3_lib1.final_cell_0434	11.625330	-7.879668	2.030792	1.000000
human3_lib1.final_cell_0435	-12.452286	3.416509	-2.276224	3.000000
human3_lib1.final_cell_0436	-7.673518	-2.020763	-0.447947	2.000000
human3_lib1.final_cell_0437	-6.180610	0.141304	0.340118	3.000000
human3_lib1.final_cell_0438	13.919746	12.518190	-2.754448	1.000000
human3_lib1.final_cell_0439	-21.790037	12.145690	-7.494074	3.000000
human3_lib1.final_cell_0440	-19.012697	-7.311261	-18.494705	3.000000
human3_lib1.final_cell_0441	-0.501472	10.992483	18.257782	1.000000
human3_lib1.final_cell_0442	-7.120689	10.969462	6.239163	1.000000
human3_lib1.final_cell_0443	9.528145	-1.680029	5.636603	1.000000
human3_lib1.final_cell_0444	3.397373	10.993305	5.669981	1.000000
human3_lib1.final_cell_0445	3.738593	1.749307	2.600033	1.000000
human3_lib1.final_cell_0446	8.881249	-6.591266	-3.957783	1.000000
human3_lib1.final_cell_0447	-7.684458	-19.998575	5.514211	3.000000
human3_lib1.final_cell_0448	5.275479	7.082070	-2.479540	1.000000
human3_lib1.final_cell_0449	6.741769	-8.989001	-0.512396	1.000000
human3_lib1.final_cell_0450	-5.337731	4.551867	4.707685	1.000000
human3_lib1.final_cell_0451	-2.583552	0.006564	4.823309	1.000000
human3_lib1.final_cell_0452	11.927073	9.986296	-2.515175	1.000000
human3_lib1.final_cell_0453	-6.095705	1.816655	1.098996	6.000000
human3_lib1.final_cell_0454	-2.620305	4.140369	5.826431	1.000000
human3_lib1.final_cell_0455	-5.461281	10.086637	15.801571	1.000000
human3_lib1.final_cell_0456	-11.933903	18.642041	3.503410	1.000000
human3_lib1.final_cell_0457	7.228436	-10.640057	2.611599	1.000000
human3_lib1.final_cell_0458	-10.157235	4.722826	-1.394586	3.000000
human3_lib1.final_cell_0459	9.666613	-14.569923	-0.836362	1.000000
human3_lib1.final_cell_0460	8.971321	-8.640073	0.824455	1.000000
human3_lib1.final_cell_0461	-3.035018	3.400342	8.678118	1.000000
human3_lib1.final_cell_0462	12.844848	7.681314	-10.175673	3.000000
human3_lib1.final_cell_0463	9.229249	-1.942532	2.750732	1.000000
human3_lib1.final_cell_0464	-11.599105	3.414954	11.505782	1.000000
human3_lib1.final_cell_0465	14.779306	9.666474	-8.617195	1.000000
human3_lib1.final_cell_0466	14.922222	9.609042	-6.486245	1.000000
human3_lib1.final_cell_0467	3.389975	10.344078	7.799271	1.000000
human3_lib1.final_cell_0468	10.931527	12.057870	-4.962080	1.000000
human3_lib1.final_cell_0469	-5.672901	-1.738558	4.162629	3.000000
human3_lib1.final_cell_0470	-7.565598	0.929504	0.955234	6.000000
human3_lib1.final_cell_0471	11.696140	17.564982	5.014908	1.000000
human3_lib1.final_cell_0472	6.480496	9.060515	-2.104358	1.000000
human3_lib1.final_cell_0473	8.480007	6.562201	-4.988951	1.000000
human3_lib1.final_cell_0474	12.203242	-5.365101	-1.264310	1.000000
human3_lib1.final_cell_0475	7.273810	3.539883	6.731677	1.000000
human3_lib1.final_cell_0476	-11.246888	7.995623	-4.095915	3.000000
human3_lib1.final_cell_0477	-0.110801	1.374243	-2.907431	1.000000
human3_lib1.final_cell_0478	2.909531	10.469068	10.532209	1.000000
human3_lib1.final_cell_0479	9.220249	-8.017476	-2.844783	1.000000
human3_lib1.final_cell_0480	-9.647716	8.676687	-1.044149	3.000000
human3_lib1.final_cell_0481	3.476870	10.975895	1.975209	1.000000
human3_lib1.final_cell_0482	-1.992842	3.227384	0.005015	1.000000
human3_lib1.final_cell_0483	-17.959390	7.669358	5.405711	3.000000
human3_lib1.final_cell_0484	-21.776591	-21.113382	-6.453722	3.000000
human3_lib1.final_cell_0485	10.634509	-13.383071	1.385453	1.000000
human3_lib1.final_cell_0486	3.198151	8.933397	7.193528	1.000000
human3_lib1.final_cell_0487	-0.529526	0.416943	-0.351051	1.000000
human3_lib1.final_cell_0488	-7.077235	-0.002714	-0.045678	3.000000
human3_lib1.final_cell_0489	-12.657824	-6.257686	-4.463958	4.000000
human3_lib1.final_cell_0490	5.882919	7.396600	7.911751	1.000000
human3_lib1.final_cell_0491	8.683327	6.927207	-10.079967	1.000000
human3_lib1.final_cell_0492	11.175187	-5.600254	0.944326	1.000000
human3_lib1.final_cell_0493	13.674597	15.149680	-8.075755	1.000000
human3_lib1.final_cell_0494	5.981492	-8.928565	-3.760433	1.000000
human3_lib1.final_cell_0495	-9.879883	-0.956914	-1.634682	3.000000
human3_lib1.final_cell_0496	-9.887703	1.052982	0.981383	3.000000
human3_lib1.final_cell_0497	6.348378	7.814315	-10.206343	1.000000
human3_lib1.final_cell_0498	-6.474665	12.474429	-1.746338	1.000000
human3_lib1.final_cell_0499	-8.298048	-0.336158	-0.365122	6.000000
human3_lib1.final_cell_0500	-5.742040	0.173802	-3.046908	3.000000
human3_lib1.final_cell_0501	11.072622	-8.336344	0.615787	2.000000
human3_lib1.final_cell_0502	-0.226043	-7.480791	5.522450	1.000000
human3_lib1.final_cell_0503	10.202719	9.998176	-5.707432	1.000000
human3_lib1.final_cell_0504	13.674900	5.993904	-5.316510	1.000000
human3_lib1.final_cell_0505	-17.945795	-8.372520	-11.204872	3.000000
human3_lib1.final_cell_0506	5.480534	10.975105	-2.306357	1.000000
human3_lib1.final_cell_0507	-0.560674	4.758137	-3.773906	1.000000
human3_lib1.final_cell_0508	8.690591	3.194904	5.717310	1.000000
human3_lib1.final_cell_0509	7.157741	-8.078225	0.364251	1.000000
human3_lib1.final_cell_0510	12.779496	4.245917	-0.288716	1.000000
human3_lib1.final_cell_0511	-4.874890	2.461917	1.104088	1.000000
human3_lib1.final_cell_0512	-4.416230	9.124996	19.752486	1.000000
human3_lib1.final_cell_0513	19.274151	-3.815513	4.348155	1.000000
human3_lib1.final_cell_0514	8.340307	1.080043	5.313510	1.000000
human3_lib1.final_cell_0515	-2.531701	-4.199504	-1.381405	3.000000
human3_lib1.final_cell_0516	7.118549	5.656324	9.629342	1.000000
human3_lib1.final_cell_0517	-12.540678	4.878561	6.264705	3.000000
human3_lib1.final_cell_0518	5.867507	10.989976	8.088633	1.000000
human3_lib1.final_cell_0519	5.114419	9.549642	4.492952	1.000000
human3_lib1.final_cell_0520	10.512118	-9.117042	0.075905	2.000000
human3_lib1.final_cell_0521	0.822925	-3.463096	13.668555	1.000000
human3_lib1.final_cell_0522	1.386937	2.966771	-10.877144	1.000000
human3_lib1.final_cell_0523	7.886856	-9.688257	8.637303	1.000000
human3_lib1.final_cell_0524	-6.632537	1.872522	1.062886	6.000000
human3_lib1.final_cell_0525	7.846031	9.253943	10.258826	1.000000
human3_lib1.final_cell_0526	-15.118225	-6.328816	0.238285	3.000000
human3_lib1.final_cell_0527	-0.172650	7.242667	10.787048	1.000000
human3_lib1.final_cell_0528	4.357860	-7.229220	3.286468	1.000000
human3_lib1.final_cell_0529	-15.673189	0.094385	-0.147360	3.000000
human3_lib1.final_cell_0530	-14.926294	-9.125969	-19.260321	3.000000
human3_lib1.final_cell_0531	10.654412	-12.007602	2.590332	1.000000
human3_lib1.final_cell_0532	19.341972	-3.967423	-3.801481	1.000000
human3_lib1.final_cell_0533	15.029494	-6.415114	1.551330	1.000000
human3_lib1.final_cell_0534	-4.218590	2.470629	2.977221	1.000000
human3_lib1.final_cell_0535	8.924831	6.306011	-6.519644	1.000000
human3_lib1.final_cell_0536	-16.566562	-11.291824	-8.125935	3.000000
human3_lib1.final_cell_0537	-2.466584	9.438814	1.623916	1.000000
human3_lib1.final_cell_0538	12.318737	-4.724201	0.820641	1.000000
human3_lib1.final_cell_0539	5.278170	9.204211	-12.168301	1.000000
human3_lib1.final_cell_0540	-7.862491	1.564073	-5.438765	3.000000
human3_lib1.final_cell_0541	-8.115667	6.162543	7.511610	1.000000
human3_lib1.final_cell_0542	-6.552668	10.126376	10.635254	1.000000
human3_lib1.final_cell_0543	8.374217	-10.283007	3.181305	1.000000
human3_lib1.final_cell_0544	8.391115	1.774877	6.793338	1.000000
human3_lib1.final_cell_0545	-16.580227	-2.494407	-9.624429	3.000000
human3_lib1.final_cell_0546	-12.878762	-8.941884	-8.179206	3.000000
human3_lib1.final_cell_0547	16.189728	-7.792977	2.413883	1.000000
human3_lib1.final_cell_0548	14.195464	-3.637366	0.257140	1.000000
human3_lib1.final_cell_0549	-4.906600	1.513255	0.170458	1.000000
human3_lib1.final_cell_0550	-5.664949	-0.325700	1.833689	3.000000
human3_lib1.final_cell_0551	-5.586152	2.984616	-1.320837	3.000000
human3_lib1.final_cell_0552	10.006306	-1.826565	4.677756	1.000000
human3_lib1.final_cell_0553	12.850564	-3.681841	3.008896	1.000000
human3_lib1.final_cell_0554	-8.584603	-5.680542	-0.956960	3.000000
human3_lib1.final_cell_0555	10.776323	9.560373	-8.380698	1.000000
human3_lib1.final_cell_0556	-13.593887	-6.662919	-4.187815	4.000000
human3_lib1.final_cell_0557	11.828714	-9.644724	0.107506	3.000000
human3_lib1.final_cell_0558	-19.576554	-11.364956	-28.731170	3.000000
human3_lib1.final_cell_0559	22.358769	-13.990587	-2.919340	1.000000
human3_lib1.final_cell_0560	-13.785607	-7.051090	-2.732009	3.000000
human3_lib1.final_cell_0561	12.470777	-1.378196	0.847593	1.000000
human3_lib1.final_cell_0562	-1.817545	-7.730907	-3.587181	3.000000
human3_lib1.final_cell_0563	7.118029	-13.750690	6.756054	1.000000
human3_lib1.final_cell_0564	-6.304411	-0.721177	-0.709757	3.000000
human3_lib1.final_cell_0565	6.405914	5.995300	4.980915	1.000000
human3_lib1.final_cell_0566	17.183916	13.763565	1.189421	1.000000
human3_lib1.final_cell_0567	-8.432931	-7.234393	8.992376	3.000000
human3_lib1.final_cell_0568	1.528657	-1.953816	-5.324187	1.000000
human3_lib1.final_cell_0569	7.572867	2.730305	10.728872	1.000000
human3_lib1.final_cell_0570	9.662220	6.704538	-5.303666	1.000000
human3_lib1.final_cell_0571	-5.936829	-1.203217	0.425633	3.000000
human3_lib1.final_cell_0572	-22.893201	-9.316656	10.696612	3.000000
human3_lib1.final_cell_0573	-6.673954	0.662642	7.056949	1.000000
human3_lib1.final_cell_0574	1.250747	9.213223	12.337802	1.000000
human3_lib1.final_cell_0575	13.967622	7.763804	-6.993402	1.000000
human3_lib1.final_cell_0576	-7.017280	-4.830604	-1.076566	3.000000
human3_lib1.final_cell_0577	-8.252677	-0.937202	4.770418	3.000000
human3_lib1.final_cell_0578	-1.123956	3.842254	0.997815	3.000000
human3_lib1.final_cell_0579	0.764772	-9.146918	-3.014726	3.000000
human3_lib1.final_cell_0580	11.773269	24.087793	24.288558	3.000000
human3_lib1.final_cell_0581	7.599017	19.714551	-8.168263	1.000000
human3_lib1.final_cell_0582	9.760434	10.959691	-6.577482	1.000000
human3_lib1.final_cell_0583	11.665677	8.605400	-6.755883	1.000000
human3_lib1.final_cell_0584	10.924627	8.672244	-5.866866	1.000000
human3_lib1.final_cell_0585	13.639337	5.252976	-2.061649	1.000000
human3_lib1.final_cell_0586	5.542077	8.113978	5.326804	1.000000
human3_lib1.final_cell_0587	-13.696120	0.850480	-1.231606	3.000000
human3_lib1.final_cell_0588	-8.007615	-10.455620	0.003302	3.000000
human3_lib1.final_cell_0589	-0.634152	-0.312629	-7.799448	1.000000
human3_lib1.final_cell_0590	13.399020	13.290854	-7.171277	1.000000
human3_lib1.final_cell_0591	8.546098	0.316977	0.679381	1.000000
human3_lib1.final_cell_0592	2.022074	-1.160348	-13.312713	1.000000
human3_lib1.final_cell_0593	-0.319783	1.373774	2.455260	6.000000
human3_lib1.final_cell_0594	-5.268904	-8.860477	3.353903	3.000000
human3_lib1.final_cell_0595	2.305228	3.541389	10.525539	1.000000
human3_lib1.final_cell_0596	-6.785030	1.263654	0.989550	6.000000
human3_lib1.final_cell_0597	9.736932	15.897075	15.195490	1.000000
human3_lib1.final_cell_0598	-29.782244	-16.587186	5.381441	3.000000
human3_lib1.final_cell_0599	-8.059126	6.692976	0.707396	3.000000
human3_lib1.final_cell_0600	8.106199	8.604699	-5.442535	1.000000
human3_lib1.final_cell_0601	-2.215529	2.537814	-1.214904	1.000000
human3_lib1.final_cell_0602	0.408798	-3.015873	9.500290	1.000000
human3_lib1.final_cell_0603	-24.417065	13.638553	9.832917	3.000000
human3_lib1.final_cell_0604	-5.937444	2.117955	1.146391	6.000000
human3_lib1.final_cell_0605	-2.274909	-3.669366	0.812476	2.000000
human3_lib1.final_cell_0606	6.862103	3.480225	7.407000	1.000000
human3_lib1.final_cell_0607	-2.433400	-3.204499	7.066482	1.000000
human3_lib1.final_cell_0608	-14.027723	-5.651322	4.482843	3.000000
human3_lib1.final_cell_0609	5.108797	3.561333	-0.719947	1.000000
human3_lib1.final_cell_0610	9.348314	-8.793620	5.700239	1.000000
human3_lib1.final_cell_0611	7.781359	9.506269	0.799785	1.000000
human3_lib1.final_cell_0612	-0.373801	14.379611	-5.758209	1.000000
human3_lib1.final_cell_0613	-4.125945	-9.531864	0.863900	6.000000
human3_lib1.final_cell_0614	-8.760096	-1.591171	-1.454790	3.000000
human3_lib1.final_cell_0615	-14.532412	1.096303	-4.852996	3.000000
human3_lib1.final_cell_0616	-2.319878	2.689466	1.486584	1.000000
human3_lib1.final_cell_0617	10.611711	10.277969	-11.981126	1.000000
human3_lib1.final_cell_0618	-29.526890	-4.440964	-0.437544	3.000000
human3_lib1.final_cell_0619	5.840930	-14.752545	-16.927418	3.000000
human3_lib1.final_cell_0620	9.431086	13.125510	-11.134705	1.000000
human3_lib1.final_cell_0621	12.383526	-13.905773	5.460943	1.000000
human3_lib1.final_cell_0622	-3.882604	10.101541	-0.011637	1.000000
human3_lib1.final_cell_0623	11.151892	7.585152	-2.087191	1.000000
human3_lib1.final_cell_0624	-5.592511	1.472123	1.291616	1.000000
human3_lib1.final_cell_0625	7.067715	7.501384	-12.857948	3.000000
human3_lib1.final_cell_0626	15.221622	-6.659451	4.512598	1.000000
human3_lib1.final_cell_0627	-22.748763	14.824989	-2.069829	3.000000
human3_lib1.final_cell_0628	-25.753855	0.197969	23.454106	3.000000
human3_lib1.final_cell_0629	-16.590331	2.983269	-0.558251	1.000000
human3_lib1.final_cell_0630	1.449826	-15.414987	4.826256	3.000000
human3_lib1.final_cell_0631	6.135945	0.244242	5.803610	1.000000
human3_lib1.final_cell_0632	-2.224026	1.206220	-0.471779	1.000000
human3_lib1.final_cell_0633	11.797029	-8.431679	1.101971	2.000000
human3_lib1.final_cell_0634	-11.265857	-2.762290	7.253738	3.000000
human3_lib1.final_cell_0635	-14.034603	-2.203446	8.769899	3.000000
human3_lib1.final_cell_0636	-7.574697	3.317189	0.026726	3.000000
human3_lib1.final_cell_0637	5.813424	5.193992	6.080322	1.000000
human3_lib1.final_cell_0638	5.893120	4.596932	4.808179	1.000000
human3_lib1.final_cell_0639	-6.867149	-2.383507	-5.035459	6.000000
human3_lib1.final_cell_0640	14.282768	2.005796	-3.090671	1.000000
human3_lib1.final_cell_0641	9.712674	1.044409	3.779794	1.000000
human3_lib1.final_cell_0642	-15.268916	-2.514335	22.756457	3.000000
human3_lib1.final_cell_0643	-9.767590	6.651238	5.853377	1.000000
human3_lib1.final_cell_0644	3.463243	2.993398	17.198623	1.000000
human3_lib1.final_cell_0645	0.000509	11.413939	-11.127004	1.000000
human3_lib1.final_cell_0646	-7.290300	0.802594	0.372201	3.000000
human3_lib1.final_cell_0647	-26.867672	14.232839	-6.250906	4.000000
human3_lib1.final_cell_0648	-0.780058	-4.596541	-6.292729	3.000000
human3_lib1.final_cell_0649	0.717368	-1.660642	11.591568	1.000000
human3_lib1.final_cell_0650	-38.574991	0.928247	2.746241	3.000000
human3_lib1.final_cell_0651	11.048183	-3.876279	16.566329	1.000000
human3_lib1.final_cell_0652	-7.772669	4.935192	0.572650	6.000000
human3_lib1.final_cell_0653	-6.316480	1.583028	0.222772	6.000000
human3_lib1.final_cell_0654	14.143127	-5.254478	-1.775984	1.000000
human3_lib1.final_cell_0655	-15.066985	-4.627127	-17.132390	3.000000
human3_lib1.final_cell_0656	12.932733	13.483137	-5.629907	1.000000
human3_lib1.final_cell_0657	8.689713	-0.170537	3.468838	1.000000
human3_lib1.final_cell_0658	-2.647427	2.373433	7.096953	1.000000
human3_lib1.final_cell_0659	-8.008985	-0.078768	-8.386023	3.000000
human3_lib1.final_cell_0660	-16.415830	-9.462978	-5.180804	3.000000
human3_lib1.final_cell_0661	-20.348121	-9.061247	-14.343511	3.000000
human3_lib1.final_cell_0662	-10.490983	-2.572801	-0.610588	2.000000
human3_lib1.final_cell_0663	20.853025	-9.108317	2.539925	3.000000
human3_lib1.final_cell_0664	10.195278	15.202178	4.172370	1.000000
human3_lib1.final_cell_0665	7.207142	7.255333	-8.480697	1.000000
human3_lib1.final_cell_0666	-8.131793	0.194953	11.689661	1.000000
human3_lib1.final_cell_0667	-6.029868	-7.916996	-0.140705	3.000000
human3_lib1.final_cell_0668	-11.770827	14.469410	5.426120	1.000000
human3_lib1.final_cell_0669	-7.546812	5.859735	2.375426	6.000000
human3_lib1.final_cell_0670	10.396325	-8.437068	0.154652	3.000000
human3_lib1.final_cell_0671	12.087919	-8.388818	0.947382	1.000000
human3_lib1.final_cell_0672	-3.820609	-6.599491	-2.501188	3.000000
human3_lib1.final_cell_0673	8.051006	-7.737697	3.356814	1.000000
human3_lib1.final_cell_0674	13.878927	0.976435	8.517509	1.000000
human3_lib1.final_cell_0675	3.360447	-4.096905	-12.678153	1.000000
human3_lib1.final_cell_0676	-8.600675	-4.210955	-2.000632	3.000000
human3_lib1.final_cell_0677	4.920414	5.166561	4.618806	1.000000
human3_lib1.final_cell_0678	14.360191	9.339049	-3.733068	1.000000
